doc_id,query,product,section,type,hit,rank
ed7fc997-53a8-49a3-9cac-2e3dc05847b1,Phí trả nợ trước hạn Vay xây mới cơ sở lưu trú du lịch tại Vietcombank?,Vay xây mới cơ sở lưu trú du lịch,Biểu phí,loan,True,5
b9541c78-d9d5-4ba5-8c9c-cf8e66dac0dd,Thời hạn vay tối đa Kinh doanh tài lộc là bao lâu?,Kinh doanh tài lộc,Thông tin chung,loan,True,1
fc007f3b-3c54-41bf-b828-0c8d4b92b6c7,Thủ tục vay Kinh doanh tài lộc Vietcombank gồm những tài liệu nào?,Kinh doanh tài lộc,Hồ sơ chuẩn bị,loan,True,1
f3e95857-032a-4bfa-aba6-c2f8a7a042a5,Quy trình giải ngân Kinh doanh tài lộc tại VCB?,Kinh doanh tài lộc,Quy trình & Ngày trả nợ,loan,True,1
d563ff4f-1d9b-4b4c-ae56-c8b4ea5fc4cb,Chi phí vay Kinh doanh tài lộc có những khoản phí gì?,Kinh doanh tài lộc,Biểu phí,loan,True,3
14702aa1-9ad6-4617-bb0b-aaf4779c7094,Điều kiện vay Vay tín chấp theo lương tại Vietcombank là gì?,Vay tín chấp theo lương,Thông tin chung,loan,True,3
f15d6855-6bc6-4277-955f-d330d2295c46,Vay Vay tín chấp theo lương cần nộp hồ sơ gì cho VCB?,Vay tín chấp theo lương,Hồ sơ chuẩn bị,loan,True,2
4e6748fd-de3f-46e3-ae95-54e1c3dec24d,Quy trình giải ngân Vay tín chấp theo lương tại VCB?,Vay tín chấp theo lương,Quy trình & Ngày trả nợ,loan,True,1
06ce8cad-2fef-4799-a3ce-471d46d3fd13,Phí trả nợ trước hạn Vay tín chấp theo lương tại Vietcombank?,Vay tín chấp theo lương,Biểu phí,loan,True,4
cb5bd7a0-ba88-40c0-8982-52becdb68b4c,Số tiền vay tối đa Vay cầm cố giấy tờ có giá tại Vietcombank?,Vay cầm cố giấy tờ có giá,Thông tin chung,loan,True,1
4c6ac6c6-8ab2-427d-a0f3-ebba1d440cc4,Hồ sơ vay Vay cầm cố giấy tờ có giá tại Vietcombank cần những gì?,Vay cầm cố giấy tờ có giá,Hồ sơ chuẩn bị,loan,True,1
d26bbef2-8edb-4f64-b327-1d93d2eae7e1,Quy trình giải ngân Vay cầm cố giấy tờ có giá tại VCB?,Vay cầm cố giấy tờ có giá,Quy trình & Ngày trả nợ,loan,True,1
64436d10-615d-4737-baa9-091b2834dcde,Chi phí vay Vay cầm cố giấy tờ có giá có những khoản phí gì?,Vay cầm cố giấy tờ có giá,Biểu phí,loan,True,1
485ae5f3-b8c7-4157-b9dc-fc49f497f5b4,Hạn mức vay Vay tiêu dùng có tài sản bảo đảm VCB là bao nhiêu?,Vay tiêu dùng có tài sản bảo đảm,Thông tin chung,loan,True,1
13ab5970-6fca-49ff-a7ad-2808967708eb,Giấy tờ cần thiết khi vay Vay tiêu dùng có tài sản bảo đảm Vietcombank?,Vay tiêu dùng có tài sản bảo đảm,Hồ sơ chuẩn bị,loan,True,1
c1a5f1d0-8acd-4333-9d32-0d73d5108f97,Lịch trả nợ vay Vay tiêu dùng có tài sản bảo đảm như thế nào?,Vay tiêu dùng có tài sản bảo đảm,Quy trình & Ngày trả nợ,loan,True,3
5fb59a5f-5300-42f4-829d-4b6572eec530,Biểu phí vay Vay tiêu dùng có tài sản bảo đảm Vietcombank gồm những loại nào?,Vay tiêu dùng có tài sản bảo đảm,Biểu phí,loan,True,5
6f61bfb7-0d8a-4713-9c51-1c7ac83d5767,Số tiền tuyệt đối tối đa mà tôi có thể vay đầu tư để mở rộng sản xuất kinh doanh trung hạn tại Vietcombank?,An tâm kinh doanh,__qa__,loan,True,1
6b72e985-10cc-4883-a898-8b4dd0f6f577,Tôi có phải chịu phí trả nợ trước hạn khi thanh toán khoản vay trước hạn không?,An tâm kinh doanh,__qa__,loan,True,2
94672ce9-15b4-4aea-b853-d4c38ded34c5,Tôi có thể dùng tài sản của người khác để bảo đảm cho khoản vay mua ô tô để phục vụ kinh doanh tại Vietcombank không?,An tâm kinh doanh,__qa__,loan,True,1
2882afd3-2646-4dc0-bf2d-8d98f8d4df00,"Tôi kinh doanh lĩnh vực sửa chữa ô tô xe máy, tôi có được vay vốn tại Vietcombank để thanh toán tiển thuê địa điểm garage sửa chữa ô tô xe máy hay không?",An tâm kinh doanh,__qa__,loan,True,1
bebc4bdc-d611-4900-a36f-b0c63cdc864f,"Tôi là chủ Doanh nghiệp tư nhân, tôi có được vay đầu tư tài sản cố định theo sản phẩm này không?",An tâm kinh doanh,__qa__,loan,True,1
18734551-bd60-43f5-87b1-aa71f5f3542c,Số tiền tối đa mà tôi có thể vay bổ sung vốn lưu động tại Vietcombank?,Kinh doanh tài lộc,__qa__,loan,True,1
9ebc833b-6e66-4d32-8fa0-70864257ea39,Tôi có phải chịu phí trả nợ trước hạn khi thanh toán khoản vay trước hạn không?,Kinh doanh tài lộc,__qa__,loan,True,1
4d0a19f4-af0a-4dd8-ab25-074b8988b53a,Tôi có thể dùng tài sản của người khác để bảo đảm cho khoản vay bổ sung vốn lưu động tại Vietcombank không?,Kinh doanh tài lộc,__qa__,loan,True,1
5cd2ba76-640f-4991-b946-741d30a2ae8d,"Tôi kinh doanh lĩnh vực đại lý bán nước giải khát nhưng không có Giấy chứng nhận đăng ký kinh doanh, tôi có được vay vốn tại Vietcombank không?",Kinh doanh tài lộc,__qa__,loan,True,1
845c1b70-f148-42de-bb1b-2b1a2bba3f56,"Tôi là chủ Doanh nghiệp tư nhân, tôi có được vay bổ sung vốn lưu động theo sản phẩm này không?",Kinh doanh tài lộc,__qa__,loan,True,1
bbdde9d0-666c-4c00-8791-db8c683f1666,Giấy tờ có giá của tôi cầm cố tại Ngân hàng được hưởng lãi suất như thế nào?,Vay cầm cố giấy tờ có giá,__qa__,loan,True,1
3ab51f97-a769-453b-a31f-e48952ded472,Kỳ trả nợ gốc lãi của tôi như thế nào?,Vay cầm cố giấy tờ có giá,__qa__,loan,True,6
0b00de55-1712-48e6-803e-6d35450917cd,Tôi có thể cầm cố Giấy tờ có giá với những mục đích gì?,Vay cầm cố giấy tờ có giá,__qa__,loan,True,1
41ebb87f-aefc-4f2d-9ec8-88c5ee9281cf,Tôi có thể cầm cố Sổ tiết kiệm của bố mẹ tôi để vay hay không?,Vay cầm cố giấy tờ có giá,__qa__,loan,True,1
c9d16a1c-67d7-40de-a613-d98028d3cd51,Tôi có thể vay tối đa đến 100% giá trị Giấy tờ có giá không?,Vay cầm cố giấy tờ có giá,__qa__,loan,True,1
63986278-be0b-42fc-be5c-10d8f34a5203,Kỳ trả nợ gốc lãi của tôi như thế nào?,Vay mua nhà dự án,__qa__,loan,True,2
4c5f0da8-2b3a-43bb-abba-ab2bd4c7bc04,"Ngoài Hà Nội và Hồ Chí Minh, tôi có thể vay mua nhà dự án tại ở đâu nữa?",Vay mua nhà dự án,__qa__,loan,True,1
2c1d5c4b-51c0-42a8-8a14-4e4408c89cbd,Tôi có thể chỉ được vay vốn để mua nhà từ Chủ đầu tư?,Vay mua nhà dự án,__qa__,loan,True,1
137f01ff-1610-46bc-81b0-6c4a3f0cf469,Tôi có thể dùng tài sản mua là Hợp đồng mua bán nhà để thế chấp vay mua chính căn nhà thuộc dự án này được không?,Vay mua nhà dự án,__qa__,loan,True,1
4384b77d-4ea5-4c8b-91bf-f2c94cd3ee3d,Tôi có thể vay mua nhà dự án cho người thân hay không?,Vay mua nhà dự án,__qa__,loan,True,1
51f0a997-0fce-46f8-826c-2591269fb921,Kỳ trả nợ gốc lãi của tôi như thế nào?,"Vay mua nhà ở, đất ở",__qa__,loan,True,3
88967db6-d95d-41cb-8186-0d8df295dc0e,Thời gian vay mua nhà ở/đất ở tại Vietcombank là bao lâu?,"Vay mua nhà ở, đất ở",__qa__,loan,True,1
44f683d7-0c6b-42b2-b29d-56aa1b87731b,Tôi có thể vay vốn tại Vietcombank để mua nhà ở/đất ở cho người thân hay không?,"Vay mua nhà ở, đất ở",__qa__,loan,True,1
bf7f0946-ae41-4a2a-9648-bb3193ce59a5,Tôi đang có nhu cầu nhận chuyển nhượng quyền sử dụng đất ở tuy nhiên không có sẵn tiền mặt. Tôi có thể vay Vietcombank 100% nhu cầu vốn hay không?,"Vay mua nhà ở, đất ở",__qa__,loan,True,1
9b76999f-a03f-47ca-9a1d-a10be7ae0e95,Số tiền cho vay tối đa cho 1 khoản vay là bao nhiêu?,Vay mua ô tô,__qa__,loan,True,1
30caf03c-1fad-45f1-beee-15a950ceeb27,Thời gian vay mua ô tô tại VCB là bao lâu?,Vay mua ô tô,__qa__,loan,True,1
e6a93a07-5a0e-4319-8bc6-b9fce55e5f40,Tôi có thể trả nợ vay như thế nào?,Vay mua ô tô,__qa__,loan,True,1
ff235773-7fd0-4f85-b25f-b961e9090344,Kỳ trả nợ gốc lãi của tôi như thế nào?,Vay nâng cấp cơ sở lưu trú du lịch,__qa__,loan,True,4
4e42d7df-9a64-45ba-8bf0-ff88e84e0f77,Tại thời điểm vay tôi 60 tuổi thì thời gian được vay tối đa là bao lâu?,Vay nâng cấp cơ sở lưu trú du lịch,__qa__,loan,True,1
8e6c74d0-fa76-4a4d-b206-ba304aab12d4,Tôi có thể vay vốn đầu tư nâng cấp cơ sở lưu trú du lịch trên đất của bố mẹ/người thân không?,Vay nâng cấp cơ sở lưu trú du lịch,__qa__,loan,True,1
6198d2d4-d75a-4315-953f-9affb144ceeb,Tôi đang có nhu cầu xây mới cơ sở lưu trú và muốn biết mức cho vay tối đa của Vietcombank là bao nhiêu?,Vay nâng cấp cơ sở lưu trú du lịch,__qa__,loan,True,2
3161246a-167f-43be-ae11-d82f4b83c641,"Trong thời gian xây dựng, chưa có thu nhập từ tiền kinh doanh cơ sở lưu trú, Ngân hàng có cho phép tôi được ân hạn gốc vay?",Vay nâng cấp cơ sở lưu trú du lịch,__qa__,loan,True,1
f3727213-116c-4942-9221-c3259c4ea8a4,Điều kiện vay tiêu dùng có thế chấp là gì?,Vay tiêu dùng có tài sản bảo đảm,__qa__,loan,True,1
7ab25689-5369-44d8-a926-022f84933c7a,Thời hạn vay tiêu dùng tối đa là bao lâu?,Vay tiêu dùng có tài sản bảo đảm,__qa__,loan,True,1
8cf3a17c-87f5-4ea8-8f64-419f9ec5ab9c,Tối muốn hỏi thông tin về vay tiêu dùng ?,Vay tiêu dùng có tài sản bảo đảm,__qa__,loan,True,1
8f8b8896-c586-4194-bcd9-cc6a79e32a3d,Vay tiêu dùng có cần tài sản thế chấp không?,Vay tiêu dùng có tài sản bảo đảm,__qa__,loan,True,1
3769613d-6060-4339-a317-f7aac481af2d,Vay tiêu dùng tối đa được bao nhiêu tiền ?,Vay tiêu dùng có tài sản bảo đảm,__qa__,loan,True,1
501cf9e5-1954-4194-8212-e8fca6a895ac,Lương được trả qua ngân hàng khác có thể vay tín chấp tại Vietcombank hay không?,Vay tín chấp đối với Người lao động,__qa__,loan,True,1
c1e7749f-71cf-4345-b0a3-fd2bdbad6e71,Thời gian làm việc tại cơ quan hiện tại có bao gồm thời gian thử việc hay không?,Vay tín chấp đối với Người lao động,__qa__,loan,True,1
febdedf9-05f7-44c9-861c-a00d99a5c51f,"Tôi có phải trả thêm các chi phí như phí thu thập hồ sơ, phí thẩm định hay không?",Vay tín chấp đối với Người lao động,__qa__,loan,True,1
18a7b0d4-6fe3-4feb-b7f4-93e11282c0c2,Tôi có thể trả lãi một lần vào cuối kỳ được không?,Vay tín chấp đối với Người lao động,__qa__,loan,True,1
91ddf16f-d30c-46da-bc10-2b82d4656da0,Tôi có thể trả nợ trước hạn được không?,Vay tín chấp đối với Người lao động,__qa__,loan,True,1
b950a6f7-d0d0-4735-8c36-26c4e562484c,Kỳ trả nợ gốc lãi của tôi như thế nào?,Vay xây mới cơ sở lưu trú du lịch,__qa__,loan,True,5
212f8eba-146f-4ea1-9a8f-2d94dac892b7,Tại thời điểm vay tôi 60 tuổi thì thời gian được vay tối đa là bao lâu?,Vay xây mới cơ sở lưu trú du lịch,__qa__,loan,True,2
657f3c2a-6c72-4a05-a0ae-c77e07040429,Tôi có thể vay vốn đầu tư xây mới cơ sở lưu trú du lịch trên đất của bố mẹ/người thân không?,Vay xây mới cơ sở lưu trú du lịch,__qa__,loan,True,1
58e6c41d-1e96-4b8c-96ec-63dd9316d7b1,Tôi đang có nhu cầu xây mới cơ sở lưu trú và muốn biết mức cho vay tối đa của Vietcombank là bao nhiêu?,Vay xây mới cơ sở lưu trú du lịch,__qa__,loan,True,1
83982730-4f38-4e06-a68d-12cfa7667392,"Trong thời gian xây dựng, chưa có thu nhập từ tiền kinh doanh cơ sở lưu trú, Ngân hàng có cho phép tôi được ân hạn gốc vay?",Vay xây mới cơ sở lưu trú du lịch,__qa__,loan,True,2
6a96af95-9f3a-4bcb-8612-783c9adac780,Kỳ trả nợ gốc lãi của tôi như thế nào?,Vay xây sửa nhà ở,__qa__,loan,True,1
e2622034-b759-4a68-8228-c36efef6bd25,Thời gian vay xây sửa nhà ở tại Vietcombank là bao lâu?,Vay xây sửa nhà ở,__qa__,loan,True,1
b36e8d23-8681-470c-8482-ce4ec90a9f05,Tôi có thể vay vốn tại Vietcombank để xây sửa nhà ở cho người thân hay không?,Vay xây sửa nhà ở,__qa__,loan,True,1
60db0191-6b5d-43e9-a145-ad3a46904364,"Tôi đang có nhu cầu xây nhà ở, tuy nhiên không có sẵn tiền mặt. Tôi có thể vay Vietcombank 100% nhu cầu vốn hay không?",Vay xây sửa nhà ở,__qa__,loan,True,1
0de64f7a-4926-4e46-ad31-1cfc93afca84,Lợi ích thẻ Vietcombank Vibe Platinum Vietcombank là gì?,Vietcombank Vibe Platinum,benefit,card,True,1
a1de39a3-f9b8-4d35-b355-4dc0f16794f7,Điều kiện mở thẻ Vietcombank Vibe Platinum là gì?,Vietcombank Vibe Platinum,condition,card,True,1
6ea90f3d-2e71-4017-8ae3-d467504e1d6e,Thông tin sản phẩm thẻ Vietcombank Vibe Platinum Vietcombank?,Vietcombank Vibe Platinum,overview,card,True,1
25a92ad2-466a-40af-add2-02e8a868cae0,Phí phát hành thẻ Vietcombank Vibe Platinum là bao nhiêu?,Vietcombank Vibe Platinum,fee,card,True,1
b248cb84-b3be-4be8-a5b0-277732ea089d,Lợi ích thẻ Vietcombank Cashplus Platinum American Express® Vietcombank là gì?,Vietcombank Cashplus Platinum American Express®,benefit,card,True,1
2fa1942c-6f67-43db-847d-26d2669ede8c,Ai được làm thẻ Vietcombank Cashplus Platinum American Express® Vietcombank?,Vietcombank Cashplus Platinum American Express®,condition,card,True,3
4f1763ad-25b7-4096-b89f-ada30970f95d,Thẻ Vietcombank Cashplus Platinum American Express® có hạn mức tín dụng bao nhiêu?,Vietcombank Cashplus Platinum American Express®,overview,card,True,1
4e1faca0-45f0-49bb-a0e5-f0159733e557,Chi phí sử dụng thẻ Vietcombank Cashplus Platinum American Express® VCB?,Vietcombank Cashplus Platinum American Express®,fee,card,True,1
e5c21d3d-985a-4411-b2bf-c7254a552242,Quyền lợi khi dùng thẻ Vietcombank Mastercard® World VCB?,Vietcombank Mastercard® World,benefit,card,True,1
80c069b0-5747-4d8c-939f-0222c8fa875d,Điều kiện phát hành thẻ Vietcombank Mastercard® World VCB?,Vietcombank Mastercard® World,condition,card,True,1
05883d6c-1b1e-4830-a3a6-654623717441,Hạn mức sử dụng thẻ Vietcombank Mastercard® World là bao nhiêu?,Vietcombank Mastercard® World,overview,card,True,1
5cc6fbc9-cdda-45b3-af1f-d25dfa1a6576,Biểu phí thẻ Vietcombank Mastercard® World Vietcombank gồm những gì?,Vietcombank Mastercard® World,fee,card,True,1
a6514475-5da2-4b3d-a90f-7f8efe90ebc5,Quyền lợi khi dùng thẻ Vietcombank Visa Platinum VCB?,Vietcombank Visa Platinum,benefit,card,True,1
0557fd52-7d9c-476c-ab40-5b1a6e648d52,Yêu cầu để phát hành thẻ Vietcombank Visa Platinum?,Vietcombank Visa Platinum,condition,card,True,1
d4b350e6-6027-4339-bb48-2869a470cb79,Thông tin sản phẩm thẻ Vietcombank Visa Platinum Vietcombank?,Vietcombank Visa Platinum,overview,card,True,1
a30788d0-f136-4621-985a-b65c5c94545d,Phí phát hành thẻ Vietcombank Visa Platinum là bao nhiêu?,Vietcombank Visa Platinum,fee,card,True,1
7436ab76-f28f-4acd-bea7-43e760ebdb1a,Lợi ích thẻ Vietcombank Vietnam Airlines Platinum American Express® Vietcombank là gì?,Vietcombank Vietnam Airlines Platinum American Express®,benefit,card,True,1
d34780e8-e8f1-4ecc-980e-7ff08e2f244b,Tôi cần đáp ứng điều kiện gì để mở thẻ Vietcombank Vietnam Airlines Platinum American Express®?,Vietcombank Vietnam Airlines Platinum American Express®,condition,card,True,1
9cab2d0b-90af-4eb1-a8ac-b5b9c6f5cf13,Thông tin sản phẩm thẻ Vietcombank Vietnam Airlines Platinum American Express® Vietcombank?,Vietcombank Vietnam Airlines Platinum American Express®,overview,card,True,1
97e43850-19f0-42a1-899e-179e6343cad3,Thẻ Vietcombank Vietnam Airlines Platinum American Express® mất phí bao nhiêu mỗi năm?,Vietcombank Vietnam Airlines Platinum American Express®,fee,card,True,1
4b63f064-6087-4385-9853-ea3292ab142e,Thẻ Vietcombank JCB Platinum có những ưu đãi gì?,Vietcombank JCB Platinum,benefit,card,True,1
efe362ab-ca86-452c-8806-facef459e1f2,Ai được làm thẻ Vietcombank JCB Platinum Vietcombank?,Vietcombank JCB Platinum,condition,card,True,3
09225206-2597-4d83-bb6d-a08f4919b8b0,Giới thiệu về thẻ Vietcombank JCB Platinum của Vietcombank?,Vietcombank JCB Platinum,overview,card,True,2
43948b60-3dba-4941-9032-178f874c7ff2,Chi phí sử dụng thẻ Vietcombank JCB Platinum VCB?,Vietcombank JCB Platinum,fee,card,True,1
c386abf2-3457-4c2d-b0fd-96fc84d06a1a,Quyền lợi khi dùng thẻ Vietcombank Vibe VCB?,Vietcombank Vibe,benefit,card,True,1
b0ead77f-5d44-4556-8112-0e748885ad5c,Tôi cần đáp ứng điều kiện gì để mở thẻ Vietcombank Vibe?,Vietcombank Vibe,condition,card,True,1
8a5a38e4-090e-4343-aca9-8a7b9ec2e418,Thông tin sản phẩm thẻ Vietcombank Vibe Vietcombank?,Vietcombank Vibe,overview,card,True,1
fe9b8ecb-0fb5-4520-aa0d-6b6dcfadd803,Phí phát hành thẻ Vietcombank Vibe là bao nhiêu?,Vietcombank Vibe,fee,card,True,1
65ad7f56-d948-4ecc-a198-c4d244f4e19b,Lợi ích thẻ Vietcombank Vietnam Airlines American Express® Vietcombank là gì?,Vietcombank Vietnam Airlines American Express®,benefit,card,True,1
54dd10ed-e076-4661-97c9-293e200a8be7,Ai được làm thẻ Vietcombank Vietnam Airlines American Express® Vietcombank?,Vietcombank Vietnam Airlines American Express®,condition,card,True,4
f6ef32e2-c495-4497-bafd-1174bb9ac6f6,Thẻ Vietcombank Vietnam Airlines American Express® có hạn mức tín dụng bao nhiêu?,Vietcombank Vietnam Airlines American Express®,overview,card,True,1
8c5cd43e-3d7e-4a9d-a8de-39772a1cdb21,Phí phát hành thẻ Vietcombank Vietnam Airlines American Express® là bao nhiêu?,Vietcombank Vietnam Airlines American Express®,fee,card,True,1
c88fbd89-5b01-4e5b-a613-b9717f85b69f,Thẻ Vietcombank JCB tích điểm thưởng như thế nào?,Vietcombank JCB,benefit,card,True,1
fce91cc6-b850-46b2-b6c6-6d31e9a9784b,Yêu cầu để phát hành thẻ Vietcombank JCB?,Vietcombank JCB,condition,card,True,1
f9416d9e-1010-42ed-a195-135fcfacae4d,Thẻ Vietcombank JCB có hạn mức tín dụng bao nhiêu?,Vietcombank JCB,overview,card,True,1
798e8b29-44f9-4a59-ba3a-3a29393502f7,Biểu phí thẻ Vietcombank JCB Vietcombank gồm những gì?,Vietcombank JCB,fee,card,True,1
eea19f98-4e6d-4a45-b046-ac2fae0eb19a,Ưu đãi hoàn tiền thẻ Vietcombank American Express® Vietcombank?,Vietcombank American Express®,benefit,card,True,1
09ac9811-1d58-42ee-af95-d35a3a64550d,Yêu cầu để phát hành thẻ Vietcombank American Express®?,Vietcombank American Express®,condition,card,True,1
a30965da-19bf-46d0-a7f9-4854bc65a503,Thông tin sản phẩm thẻ Vietcombank American Express® Vietcombank?,Vietcombank American Express®,overview,card,True,1
9a283f06-1cfc-43e5-9af2-598c02be28e1,Chi phí sử dụng thẻ Vietcombank American Express® VCB?,Vietcombank American Express®,fee,card,True,1
9a554977-9793-431e-953c-7b63e7672214,Thẻ Vietcombank Mastercard® tích điểm thưởng như thế nào?,Vietcombank Mastercard®,benefit,card,True,1
6f9fe77e-cb46-4637-bcda-da235baeb3f5,Điều kiện phát hành thẻ Vietcombank Mastercard® VCB?,Vietcombank Mastercard®,condition,card,True,1
2b58f947-25c6-411b-9b68-15901667efbc,Thông tin sản phẩm thẻ Vietcombank Mastercard® Vietcombank?,Vietcombank Mastercard®,overview,card,True,1
